Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
11345,MA,Light-Duty Zero Emission Vehicle (ZEV) Rebates,"Massachusetts Department of Energy Resources' Massachusetts Offers
Rebates for Electric Vehicles (MOR-EV) Program offers residents,
non-profits, and businesses rebates of up to \$3,500 for the purchase or
lease of eligible new ZEVs. Eligible non-profit and business fleet
vehicles may include rental cars, company cars, and light-duty delivery
vehicles. An additional \$1,500 rebate is available to applicants
participating in an eligible income-qualified state assistance program.
Applicants must apply within three months of the vehicle purchase or
lease date and must retain ownership of the vehicle for a minimum of 36
months. For more information, including application and eligibility
requirements, see the [MOR-EV](https://mor-ev.org/) website.
",2014-03-01 00:00:00 UTC,,false,10,State Incentives,"",2020-03-06 15:42:41 UTC,,,,"",ELEC|HY|PHEV,RBATE,"",FLEET|IND,"",enacted,2014-03-01
11423,MD,Electric Vehicle (EV) Charging Station Rebate Program,"The Maryland Energy Administration (MEA) offers a rebate to individuals,
businesses, multi-family housing (MFH), and state or local government
entities for the costs of acquiring and installing qualified EV
chargers. The rebate may cover 50% of the costs of acquiring and
installing qualified EV chargers, or up to the following amounts:

::: {data-align=""center""}
  Qualified Entity                                                                   Maximum Amount per EV Charger
  --------------------------------------------------------------------------------- -------------------------------
  Residential                                                                                    \$700
  Businesses, Nonprofits, Workplaces, MFH, and State or Local Government Entities               \$5,000
:::

Applicants must demonstrate compliance with state, local, and/or federal
law that applies to the installation or operation of qualified EV
chargers. Other requirements may apply. Each entity that applies for a
commercial rebate may receive up to \$125,000. Rebates will be awarded
on a first-come, first-served basis. For more information, see the MEA
[Electric Vehicle Supply Equipment Rebate
Program](http://energy.maryland.gov/transportation/Pages/incentives_evserebate.aspx)
website.

(Reference [Maryland Statutes, Business Regulation Code 10-101](https://mgaleg.maryland.gov/mgawebsite/Laws/Statutes), [ Maryland Statutes, State Government Code 9-2009](https://mgaleg.maryland.gov/mgawebsite/), and [House Bill 550, 2023](https://mgaleg.maryland.gov/mgawebsite/))",2014-05-05 00:00:00 UTC,2017-05-04 00:00:00 UTC,false,12,State Incentives,"",2023-04-28 20:26:51 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|https://mgaleg.maryland.gov/mgawebsite/Laws/Statutes|https://mgaleg.maryland.gov/mgawebsite/|https://mgaleg.maryland.gov/mgawebsite/,amended,2017-05-04
11493,DC,Alternative Fuel Vehicle (AFV) Conversion and Infrastructure Tax Credit,"Businesses and individuals are eligible for an income tax credit of 50%
of the equipment and labor costs for the conversion of qualified AFVs,
up to \$19,000 per vehicle. A tax credit is also available for 50% of
the equipment and labor costs for the purchase and installation of
alternative fuel infrastructure on qualified AFV fueling property. The
maximum credit is \$1,000 per residential electric vehicle charging
station, and \$10,000 per publicly accessible AFV fueling station.
Qualified alternative fuels include ethanol blends of at least 85%,
natural gas, propane, biodiesel, electricity, and hydrogen. For more
information, see the [Office of Tax and
Revenue](https://otr.cfo.dc.gov/publication/alternative-fuel-vehicle-infrastructure-and-conversion-credits-faqs)
website.

(Reference [DC Code 47-1806.12 through 47-1806.13, 47-1807.10 through 47-1807.11, and 47-1808.10 through 47-1808.11](https://code.dccouncil.gov/us/dc/council/code/))",2014-06-24 00:00:00 UTC,,false,2,State Incentives,"",2014-07-22 14:48:14 UTC,2026-12-31 00:00:00 UTC,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",STATION|FLEET|IND,https://code.dccouncil.gov/us/dc/council/code/,enacted,2014-06-24
11499,TX,Clean School Bus Grants,"The Texas Commission on Environmental Quality (TCEQ) administers the
Texas Clean School Bus (TCSB) Program as part of the Texas Emissions
Reduction Plan (TERP). The TCSB program provides grants to public school
districts and charter schools for the incremental costs to replace
school buses or install diesel oxidation catalysts, diesel particulate
filters, emission-reducing add-on equipment, and other emissions
reduction technologies in qualified school buses. For more information,
including application periods, see the TCEQ
[TERP](https://www.tceq.texas.gov/airquality/terp/programs) website.

(Reference [Texas Administrative Code Title 30 Part 1 Chapter 114 Subchapter K Division 4 Rule 114.640-114.648](https://www.sos.texas.gov/tac/index.shtml) and [Texas Statutes, Health and Safety Code 390](http://www.statutes.legis.state.tx.us/))",,2017-06-12 00:00:00 UTC,false,40,State Incentives,"",2017-08-10 20:32:54 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HY|NG|OTHER|PHEV|LPG,GNT,"",FLEET|GOV,https://www.sos.texas.gov/tac/index.shtml|http://www.capitol.state.tx.us/BillLookup/BillNumber.aspx|http://www.statutes.legis.state.tx.us/,amended,2017-06-12
11517,SC,Alternative Fuel Vehicle (AFV) Revolving Loan Program for Public Entities,"The South Carolina Energy Office (SCEO) provides low interest loans for
a variety of energy efficiency improvements, including AFV conversions
and the incremental costs of a new AFV, with qualified project payback
periods. Loans may cover up to 100% of project costs, ranging from
\$25,000 to \$500,000 per state fiscal year. Eligible recipients include
state agencies, local governments, public colleges and universities,
school districts, and private non-profit organizations. State agencies
and public educational institutions may combine their loan with a
ConserFund Plus grant, which may cover up to 30% of total project costs.
For more information, see the
[ConserFund](https://energy.sc.gov/programs/funding/loans/conserfund)
website.

(Reference [South Carolina Code of Laws 48-52-650](http://www.scstatehouse.gov/code/statmast.php))",1992-07-01 00:00:00 UTC,,false,57,State Incentives,"",2016-08-09 17:48:52 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,LOANS,"",FLEET|GOV,http://www.scstatehouse.gov/code/statmast.php,enacted,1992-07-01
11518,SC,Alternative Fuel Vehicle (AFV) Revolving Loan Program for Private Entities,"The South Carolina Business Development Corporation provides low
interest loans for a variety of energy efficiency improvements,
including AFV conversions and incremental costs, with qualified project
payback periods. Eligible recipients include businesses and industries.
Utilities, non-profit organizations, and government entities may be
eligible under special conditions. The loan may cover up to 100% of the
project costs, ranging from \$50,000 to \$1 million. Repayment terms
vary. For more information, including application deadlines, see the
[Energy Efficiency Revolving
Loan](https://businessdevelopment.org/loans/sc-energy-efficiency-revolving-loan-program-eerl/)
website.

(Reference [South Carolina Code of Laws 48-52-650](http://www.scstatehouse.gov/code/statmast.php))",1992-07-01 00:00:00 UTC,,false,58,State Incentives,"",2017-08-09 12:45:20 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,LOANS,"",FLEET|GOV,http://www.scstatehouse.gov/code/statmast.php,enacted,1992-07-01
11522,MN,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - Connexus Energy,"Connexus Energy offers residential customers with EVs a TOU rate. A
separate meter is required.

Customers may choose to power their EV with 100% wind energy for the
lifetime of the vehicle.

For more information, see the Connexus Energy
[EV](https://www.connexusenergy.com/save-money-and-energy/programs-rebates/electric-vehicles)
website.
",,,false,46,Utility / Private Incentives,"",2016-08-04 17:27:17 UTC,,,,"",ELEC|PHEV,TOU,"",STATION|IND,"",,
11552,US,"Public Transportation Research, Demonstration, and Deployment Funding","The U.S. Department of Transportation's Federal Transit Administration
administers the [Public Transportation Innovation
Program](https://www.transit.dot.gov/funding/grants/public-transportation-innovation-5312).
Financial assistance is available to local, state, and federal
government entities; public transportation providers; private and
non-profit organizations; and higher education institutions for
research, demonstration, and deployment projects involving low or zero
emission public transportation vehicles. Eligible vehicles must be
designated for public transportation use and significantly reduce energy
consumption or harmful emissions compared to a comparable standard or
low emission vehicle.

For more information, see the [Bipartisan Infrastructure Law Public
Transportation
Innovation](https://www.transit.dot.gov/funding/grants/fact-sheet-public-transportation-innovation)
fact sheet.

(Reference [49 U.S. Code 5312 and 5339](http://www.gpo.gov/fdsys/), [Public Law 114-94](https://www.congress.gov/public-laws/114th-congress), [Public Law 113-159](https://www.congress.gov/public-laws/113th-congress), and [Public Law 117-58](https://www.congress.gov/public-laws/117th-congress))",2012-07-06 00:00:00 UTC,2021-11-15 00:00:00 UTC,false,,Incentives,U.S. Department of Transportation,2022-03-25 15:40:44 UTC,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HEV|HY|NG|NEVS|PHEV|LPG,GNT|OTHER,"",STATION|FLEET|GOV|TRANS,http://www.gpo.gov/fdsys/|https://www.congress.gov/public-laws/114th-congress|https://www.congress.gov/public-laws/113th-congress|https://www.congress.gov/public-laws/117th-congress,amended,2021-11-15
11558,CA,Residential Electric Vehicle (EV) Charger Financing Program ,"Property Assessed Clean Energy (PACE) Loss Reserve Program financing
allows property owners to borrow funds to pay for energy improvements,
including purchasing and installing EV chargers. The borrower repays the
financing over a defined period of time through a special assessment on
the property. Local governments in California are authorized to
establish PACE programs. Property owners must agree to a contractual
assessment on the property tax bill, have a clean property title, and be
current on property taxes and mortgages. Financing limits are 15% of the
first \$700,000 of the property value and 10% of the remaining property
value. For more information, see the California Alternative Energy and
Advanced Transportation Financing Authority [PACE Loss Reserve
Program](https://www.treasurer.ca.gov/caeatfa/pace/index.asp) website.

(Reference [California Public Resources Code 26050-26082](http://www.oal.ca.gov/))",2014-09-26 00:00:00 UTC,,false,63,State Incentives,"",2014-12-19 00:03:34 UTC,,,,"",ELEC|PHEV,LOANS,"",STATION|FLEET|GOV|IND,http://www.oal.ca.gov/,enacted,2014-09-26
11562,MA,Workplace and Fleet Electric Vehicle (EV) Charging Station Grants,"The Massachusetts Electric Vehicle Incentive Program (MassEVIP) provides
grants for 60% of the cost of Level 1 or Level 2 EV charging stations,
up to \$50,000 per street address. Eligible entities include private,
public, or non-profit workplaces and fleets with 15 or more employees on
site. The program is funded by Massachusetts' portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
Applications are accepted on a first-come, first-served basis until
funds are exhausted. For more information, including funding
availability, application, and eligibility requirements, see the [Apply
for MassEVIP Workplace and Fleet Charging
Incentives](https://www.mass.gov/how-to/apply-for-massevip-workplace-charging-incentives)
website.
",,,false,8,State Incentives,"",2019-02-11 16:18:30 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|FLEET|OTHER,"",,
11564,MA,Electric Vehicle (EV) Grants for Public Fleets,"The Massachusetts Electric Vehicle Incentive Program (MassEVIP) provides
grants for the purchase or lease of qualified EVs and zero emission
motorcycles. Eligible applicants include local governments, public
universities and colleges, and state agencies. Vehicle incentives are
available in the following amounts:

  Vehicle Type                             Incentive for Purchase   Incentive for Lease
  ---------------------------------------- ------------------------ ---------------------
  All-electric vehicle (EV)                Up to \$7,500            Up to \$5,000
  Plug-in hybrid electric vehicle (PHEV)   Up to \$5,000            Up to \$3,000
  Zero emission motorcycle                 Up to \$750              N/A

Applicants may receive funding for a maximum of 25 vehicles, including
EVs, PHEVs, and zero emission motorcycles.

Applications are accepted on a first-come, first-served basis until
funds are exhausted. For more information, including funding
availability, application, and eligibility requirements, see the [Apply
for MassEVIP Fleet
Incentives](https://www.mass.gov/how-to/apply-for-massevip-fleets-incentives)
website.
",,,false,9,State Incentives,"",2019-02-11 16:24:28 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|GOV|IND|TRANS,"",,
11565,CO,Electric Vehicle (EV) and Infrastructure Coaching Service,"The Colorado Energy Office (CEO) administers the ReCharge Colorado
program (ReCharge) to advance the adoption of EVs and installation of
charging infrastructure in Colorado. ReCharge provides coaching services
to consumers, local governments, workplaces, and multi-family housing to
help them identify monetary savings, grant opportunities, and other EV
benefits. ReCharge also helps build local stakeholder support for EVs.
For more information, see the CEO [ReCharge
Colorado](https://www.colorado.gov/pacific/energyoffice/recharge-colorado)
website.
",,,false,17,State Incentives,"",2019-11-26 23:32:40 UTC,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,OTHER,"",STATION|FLEET|GOV|OTHER,"",,
11572,RI,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state
emissions control inspections. For more information, see the [Rhode
Island Emissions and Safety Testing
Program](https://www.riinspection.org/Pages/Content.aspx?ID=1#:~:text=Electric%20vehicles%20are%20exempted%20from,inspection%20for%20safety%20and%20emissions.)
website.

(Reference [Rhode Island General Laws 31-47.1-5](http://webserver.rilin.state.ri.us/Statutes))",1993-08-26 00:00:00 UTC,,false,7,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://webserver.rilin.state.ri.us/Statutes,enacted,1993-08-26
11573,OH,Alternative Fuel Vehicle (AFV) Emissions Inspection Exemption,"Vehicles powered exclusively by electricity, propane, or natural gas are
exempt from state motor vehicle emissions inspections after a one-time
verification inspection. For more information, see the Ohio
Environmental Protection Agency [E-Check](http://www.ohioecheck.info/)
website.

(Reference [Ohio Administrative Code 3745-26-1 and 3745-26-12](https://epa.ohio.gov/divisions-and-offices/air-pollution-control/e-check/01-waivers-extensions-and-exemptions))",1996-08-15 00:00:00 UTC,,false,32,State Incentives,"",,,,,"",ELEC|NG|LPG,EXEM,"",FLEET|GOV|IND,https://epa.ohio.gov/divisions-and-offices/air-pollution-control/e-check/01-waivers-extensions-and-exemptions,enacted,1996-08-15
11582,CO,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the [Air Care
Colorado](http://aircarecolorado.com/) website.

(Reference [Code of Colorado Regulations 204-11](http://www.sos.state.co.us/CCR/Welcome.do))",2012-01-12 00:00:00 UTC,,false,33,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.sos.state.co.us/CCR/Welcome.do,enacted,2012-01-12
11583,CT,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the
[Connecticut Emissions Program](http://ctemissions.com/) website.

(Reference [Connecticut General Statues 14-164c](http://www.cga.ct.gov/))",,1993-07-01 00:00:00 UTC,false,25,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.cga.ct.gov/,amended,1993-07-01
11584,IL,Battery Electric Vehicle (BEV) Emissions Inspection Exemption,"BEVs are exempt from state motor vehicle emissions inspections. For more
information, see the Illinois Environmental Protection Agency's [Vehicle
Emissions Testing Program](https://illinoisairteam.net/) website.

(Reference [625 Illinois Compiled Statutes 5/13C](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",,2012-01-01 00:00:00 UTC,false,42,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.ilga.gov/legislation/ilcs/ilcs.asp,amended,2012-01-01
11585,MA,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the
[Massachusetts Vehicle Check](https://www.mavehiclecheck.com/) website.

(Reference [Code of Massachusetts Regulations 310-60.02](https://www.mass.gov/code-of-massachusetts-regulations-cmr))",1999-01-01 00:00:00 UTC,,false,16,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,https://www.mass.gov/code-of-massachusetts-regulations-cmr,enacted,1999-01-01
11586,NY,Electric Vehicle Emissions Inspection Exemption,"Vehicles powered exclusively by electricity are exempt from state motor
vehicle emissions inspections. For more information, see the [New York
Vehicle Inspection
Program](https://dmv.ny.gov/inspection/new-york-vehicle-inspection-program-nyvip)
website.

(Reference [New York State Department of Environmental Conservation Regulations Chapter III, Part 217-6](http://www.dec.ny.gov/regulations/regulations.html))",2011-01-01 00:00:00 UTC,,false,44,State Incentives,"",,,,,"",ELEC,EXEM,"",FLEET|GOV|IND,http://www.dec.ny.gov/regulations/regulations.html,enacted,2011-01-01
11608,NY,Residential Electric Vehicle (EV) Time of Use (TOU) Rate - ConEdison,"ConEdison offers a TOU rate to residential customers that own or lease
an eligible EV. For more information, including how to enroll, see the
[EV
Rates](https://www.coned.com/en/our-energy-future/technology-innovation/electric-vehicles/electric-vehicle-drivers/electric-vehicles-and-your-bill)
website.
",,,false,74,Utility / Private Incentives,"",2015-06-12 20:05:50 UTC,,,,"",ELEC|PHEV,EXEM|OTHER,"",STATION|IND,"",,
11609,CT,Hydrogen Fuel Cell Electric Vehicle (FCEV) and Electric Vehicle (EV) Rebate,"The Connecticut Hydrogen and Electric Automobile Purchase Rebate Program
(CHEAPR) offers point-of-sale rebates of up to \$9,500 for the
incremental cost to purchase or lease a FCEV, EV, or plug-in hybrid
electric vehicle (PHEV). The manufacturer suggested retail price for new
eligible vehicles may not exceed \$50,000.

CHEAPR offers an additional rebate, Rebate Plus, for qualifying
individuals who purchase or lease a new or pre-owned eligible vehicle.
Rebate Plus applicants must reside in an [environmental justice
community](https://ctdeep.maps.arcgis.com/apps/webappviewer/index.html?id=d04ec429d0a4477b9526689dc7809ffe)
or [distressed
municipality](https://portal.ct.gov/DECD/Content/About_DECD/Research-and-Publications/02_Review_Publications/Distressed-Municipalities),
participate in a [qualifying state or federal income
program](https://portal.ct.gov/-/media/DEEP/air/mobile/CHEAPR/CHEAPR---Rebate-Plus---Qualifying-State-and-Federal-Programs.pdf),
or have an income less than 300% the federal poverty line. The CHEAPR
rebate may only be combined with the Rebate Plus for the purchase or
lease of new vehicles.

Rebates are offered in the following amounts:

  Vehicle Type   CHEAPR Standard   Rebate Plus - New Vehicle   Rebate Plus - Used Vehicle
  -------------- ----------------- --------------------------- ----------------------------
  PHEV           \$750             \$1,500                     \$1,125
  EV             \$2,250           \$2,000                     \$3,000
  FCEV           \$7,500           \$2,000                     \$7,500

Rebates are available on a first-come, first-served basis. For more
information, see the Connecticut Department of Energy and Environmental
Protection
[CHEAPR](https://portal.ct.gov/DEEP/Air/Mobile-Sources/CHEAPR/CHEAPR---Home)
website.

(Reference [Connecticut General Statutes 22a-202](https://www.cga.ct.gov/))",2019-06-26 00:00:00 UTC,,false,21,State Incentives,"",2023-08-30 18:14:35 UTC,,,,"",ELEC|HY|PHEV,RBATE,"",FLEET|IND,https://www.cga.ct.gov/|https://www.cga.ct.gov/,enacted,2019-06-26
11610,WA,Utility Electrification Plans and Return on Investment Authorization,"Utilities are authorized to submit transportation electrification plans
that deploy electric vehicle (EV) chargers or programs and incentives
that support transportation electrification. Additionally, utilities may
petition the Washington Utilities and Transportation Commission (UTC)
for a rate of return on EV chargers installed for the benefit of
ratepayers through December 31, 2030. The UTC may approve an additional
2% to the standard rate of return if the utility installs EV charging
stations on a fully regulated basis similar to other capital investments
behind a customer's meter, and the expenditures do not increase
ratepayer costs more than 0.25%. EV charging stations are subject to a
depreciation schedule and may be gifted to the customer when fully
depreciated. The UTC issued a
[report](https://app.leg.wa.gov/ReportsToTheLegislature/Home/GetPDF?fileName=EVSE%20Report%20to%20the%20Legislature%20-%20Final_a9efaf10-04d7-4c3e-b2df-f0c3da1d06ed.pdf)
on the use and impacts of the incentive in 2017.

(Reference [Revised Code of Washington 80.28.360](http://apps.leg.wa.gov/rcw))",2015-05-11 00:00:00 UTC,2019-04-30 00:00:00 UTC,false,17,State Incentives,"",2019-05-10 00:34:17 UTC,2030-12-31 00:00:00 UTC,,,"",ELEC|PHEV,OTHER,"",STATION|AFP,http://apps.leg.wa.gov/rcw|http://leg.wa.gov/,amended,2019-04-30
11621,NJ,Electric Vehicle (EV) Toll Discount Program,"New Jersey Turnpike Authority's Green Pass Discount Plan provides a 10%
discount on off-peak New Jersey Turnpike and Garden State Parkway toll
rates for drivers of EVs that have a fuel economy of 45 miles per gallon
or higher and meet the California Super Ultra Low Emission Vehicle
standard. Vehicles must register with New Jersey E-ZPass. For more
information, including application instructions, see the [E-ZPass
Discount Programs](https://www.ezpassnj.com/en/about/plans.shtml)
website.
",,,false,10,State Incentives,"",2015-06-18 14:55:33 UTC,,,,"",ELEC|PHEV,EXEM,"",IND,"",,
11624,UT,Qualified Heavy-Duty Alternative Fuel Vehicle (AFV) Tax Credit,"Taxpayers may be eligible for a tax credit for the purchase of a
qualified heavy-duty AFV. Qualifying fuels include natural gas,
electricity, and hydrogen. Each qualified heavy-duty AFV is eligible for
the following tax credit amounts:

Year

Credit Amount

2023

\$12,000

2024

\$10,500

2025

\$9,000

2026

\$7,500

2027

\$6,000

2028

\$4,500

2029

\$3,000

2030

\$1,500

At least 50% of the qualified vehicle's miles must be driven in the
state. A single taxpayer may claim credits for up to 10 AFVs annually.
If more than 30% of the total available tax credits in a single year
have not been claimed by May 1, a taxpayer may apply for credits for an
additional eight AFVs. Up to 25% of the tax credits are reserved for
taxpayers with small fleets of less than 40 vehicles. Additional
conditions and restrictions may apply. For more information, see the
Utah Department of Environmental Quality [Alternative Fuel Heavy Duty
Vehicle Tax Credit
Program](https://deq.utah.gov/air-quality/incentive-programs-aq/alternative-fuel-heavy-duty-vehicle-tax-credit-program)
website.
",2015-04-01 00:00:00 UTC,2017-03-22 00:00:00 UTC,false,5,State Incentives,"",2021-03-10 20:59:43 UTC,,,,"",ELEC|HY|NG,TAX,"",FLEET|IND,http://le.utah.gov/|https://le.utah.gov/,amended,2017-03-22
11625,AZ,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - Salt River Project (SRP),"SRP offers a TOU rate for residential customers that own or lease an EV.
For more information, including how to enroll, see the SRP [EV Price
Plan](https://www.srpnet.com/prices/home/electricvehicle.aspx) website.
",,,false,46,Utility / Private Incentives,"",2020-05-11 15:24:11 UTC,,,,"",ELEC|PHEV,TOU,"",IND,"",,
11629,CO,Advanced Industries (AI) Accelerator Program Grants,"The Colorado Office of Economic Development & International Trade
(OEDIT) provides grants through the AI Accelerator Programs to promote
growth and sustainability in Colorado's AIs. Grants may be available for
advanced industries such as vehicle and component manufacturing and
biofuels. Four types of grants are available, including Proof of
Concept, Early-Stage Capital and Retention, Collaborative
Infrastructure, and AI Exports, as well as global consulting services.
For more information on each grant program, including eligibility
requirements and how to apply, see the OEDIT [AI Accelerator
Programs](https://oedit.colorado.gov/advanced-industries-accelerator-programs)
website.
",,,false,20,State Incentives,"",2015-07-08 15:17:20 UTC,,,,"",BIOD|ELEC|HEV|PHEV,GNT,"",STATION|AFP|MAN|OTHER,"",,
11630,VA,Government Alternative Fuel Vehicle (AFV) Incentive,"The Virginia Department of Mines, Minerals and Energy, in collaboration
with the Virginia Department of Transportation, offers up to \$10,000 to
state agencies and local governments for the incremental cost of new or
converted AFVs. To be eligible, vehicles must comply with Buy America
provisions or qualify for a waiver from the U.S. Department of
Transportation Federal Highway Administration, and must be garaged in
areas of air quality nonattainment, as recognized by the federal
[Congestion Mitigation and Air Quality Improvement
(CMAQ)](https://www.fhwa.dot.gov/environment/air_quality/cmaq/) program.
For more information, see the Virginia [CMAQ Incentive
Program](http://www.vacleancities.org/reports-2/cmaq-incentive-program/)
website.
",,,false,5,State Incentives,"",2015-07-09 14:19:18 UTC,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",STATION|GOV,"",,
11638,DE,Electric Vehicle (EV) and Plug-In Hybrid Electric Vehicle (PHEV) Rebates,"As part of the Delaware Clean Transportation Incentive Program, the
Delaware Department of Natural Resources and Environmental Control
(DNREC) offers rebates for the purchase or lease of a new or pre-owned
EV or PHEV. The following rebate amounts are applicable for vehicles
purchased or leased on or after May 1, 2024, and vary based on
manufacturer suggested retail price (MSRP):

::: {data-align=""center""}
Rebate
:::

Vehicle Type and Price

\$2,500

New EV with a base MSRP below \$40,000

\$1,500

New EV with a base MSRP between \$40,000 and \$50,000

\$1,000

New PHEV with a base MSRP below \$50,000 

\$2,500

Pre-owned EV with a purchase price of \$40,000 or less

\$1000

Pre-owned Plug-in Hybrid Vehicles with a purchase price of \$40,000 or
less

Eligible EVs and PHEVs may not have a retail price above \$50,000.
Eligible applicants include Delaware residents, businesses,
organizations, government entities. schools, colleges, and universities.
Additional terms and conditions apply. For more information, including
application guidelines and participating dealerships, see the DNREC
[Clean Vehicle Rebate
Program](https://dnrec.alpha.delaware.gov/climate-coastal-energy/clean-transportation)
website.
",,,false,3,State Incentives,"",2022-08-12 23:35:31 UTC,,,,"",ELEC|PHEV,RBATE,"",FLEET|GOV|IND,"",,
11639,DE,"Public, Fleet, and Workplace Electric Vehicle (EV) Charger Rebates  ","The Delaware Department of Natural Resources and Environmental Control
(DNREC) offers rebates of up to \$2,500 for single-port Level 2 EV
chargers and \$5,000 for dual-port Level 2 EV chargers. Eligible
entities include businesses, nonprofit organizations, state and local
governments, public schools, colleges and universities, and fleets.
Qualifying EV chargers must be available for public, fleet, or workplace
charging.

Eligible applicants may receive a maximum of 10 single-port rebates or
five dual-port rebates. Rebates are available on a first-come,
first-serve basis.

For more information, including application guidelines, see the DNREC EV
Charging Equipment Rebates website.
",,,false,4,State Incentives,"",2023-10-11 14:51:57 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV|IND,"",,
11642,WA,Commercial Alternative Fuel Vehicle (AFV) and Fueling Infrastructure Tax Credit,"Businesses are eligible to receive tax credits for purchasing new or
used medium- and heavy-duty AFVs and medium- and heavy-duty vehicles
converted to alternative fuels, and installing alternative fueling
infrastructure. Eligible alternative fuels are natural gas, propane,
hydrogen, dimethyl ether, and electricity. Tax credits for qualified
alternative fueling infrastructure are for up to 50% of the cost to
purchase and install the infrastructure. New commercial vehicle tax
credit amounts vary based on gross vehicle weight rating (GVWR) and are
up to 75% of the incremental cost, with maximum credit values as
follows:

<div>

  GVWR                         Maximum Credit Amount Per Vehicle
  ---------------------------- -----------------------------------
  Up to 14,000 pounds (lbs.)   \$25,000
  14,001 to 26,500 lbs.        \$50,000
  Over 26,500 lbs.             \$100,000

</div>

Leased AFVs may receive a tax credit for 75% cost, up to \$25,000 per
vehicle. This exemption also applies to qualified used vehicles modified
with a U.S. Environmental Protection Agency-certified aftermarket
conversion, if the vehicle is being sold for the first time after
modification. Modified vehicles are eligible for credits equal to 50% of
the commercial vehicle conversion cost, up to \$25,000.

Each entity may claim up to \$250,000 or credits for 25 vehicles per
year. Applications must be submitted within 30 days of vehicle
acquisition or installation completion. All credits earned must be used
in that calendar year or the subsequent year. Tax credits are available
on a first-come, first-served basis and are subject to annual limits of
\$2 million for vehicle credits, and \$6 million for infrastructure.

(Reference [Revised Code of Washington 82.16.0496 and 82.04.4496](http://apps.leg.wa.gov/rcw/))",2015-07-15 00:00:00 UTC,2019-05-07 00:00:00 UTC,false,13,State Incentives,"",2022-04-11 15:51:55 UTC,,,,"",ELEC|HY|NG|LPG,TAX,"",STATION|MAN|FLEET,http://apps.leg.wa.gov/rcw/|http://leg.wa.gov/,amended,2019-05-07
11657,CA,Electric Vehicle (EV) Charger Incentives - San Joaquin Valley,"The San Joaquin Valley Air Pollution Control District (SJVAPCD)
administers the Charge Up! Program, which provides funding for public
agencies, businesses, and property owners of multifamily housing for the
purchase and installation of new EV chargers. Rebates are available in
the following amounts:

  EV Charger Type                    Maximum Rebate Amount per EV Charger   Minimum Cost Share
  ---------------------------------- -------------------------------------- --------------------
  Single Port Level 2                \$5,000                                None
  Dual Port Level 2                  \$6,000                                None
  Direct Current (DC) Fast Charger   \$25,000                               30% of Total Cost

Annual funding is capped at \$50,000 per applicant. For more
information, including application requirements and restrictions, see
the SJVAPCD [Charge Up!
Program](http://valleyair.org/grants/chargeup.htm) website.
",2015-10-01 00:00:00 UTC,,false,98,State Incentives,"",2015-11-09 22:28:26 UTC,,,,"",ELEC|PHEV,GNT,"",STATION|MUD,"",enacted,2015-10-01
